trip_id,pickup_datetime,dropoff_datetime,pickup_zone,dropoff_zone,distance_km,fare_sgd,tip_sgd,payment_type,passengers
SG-TX-100486,2024-04-26 11:58:22,2024-04-26 12:05:42,Woodlands,Punggol,21.72,12.53,,Cash Payment,2
SG-TX-100487,2022-08-15 16:01:22,2022-08-15 16:53:55,Ang Mo Kio,Tiong Bahru,23.1,13.08,,Cash,4
SG-TX-100488,2023-10-24 06:54:14,2023-10-24 07:11:31,,Sengkang,14.14,11.75,2.01,Mastercard,2
SG-TX-100489,2024-10-28 22:14:17,2024-10-28 22:50:55,Clementi,Paya Lebar,5.47,8.15,,GrabPay,3
SG-TX-100490,2023-03-24 16:35:51,2023-03-24 17:05:52,Paya Lebar,,17.29,13.95,,cash,3
SG-TX-100491,2022-05-13 05:43:04,2022-05-13 05:56:59,Raffles Place,Hougang,13.95,12.88,,CASH,3
SG-TX-100492,2022-09-13 06:26:22,2022-09-13 06:54:07,Paya Lebar,Novena,23.64,14.74,,GrabPay,3
SG-TX-100493,2024-09-09 03:35:42,2024-09-09 03:45:16,Pasir Ris,Marina Bay,11.26,8.5,,Grab,2
SG-TX-100494,2024-03-07 12:03:30,2024-03-07 12:18:13,Clementi,Holland Village,7.08,9.11,,GrabPay,2
SG-TX-100495,2022-04-21 00:48:25,2022-04-21 01:01:05,Jurong East,Clementi,3.89,-41.86,,CASH,2
SG-TX-100496,2023-02-26 20:20:12,2023-02-26 21:10:32,Bishan,Bukit Timah,17.62,10.35,,CASH,3
SG-TX-100497,2022-10-17 22:27:18,2022-10-17 23:03:30,Novena,Hougang,24.37,13.31,2.59,Card,4
SG-TX-100498,2022-07-14 21:41:31,2022-07-14 22:37:25,Bedok,Pasir Ris,1.19,5.18,,CASH,3
SG-TX-100499,2024-07-16 17:46:17,2024-07-16 18:15:15,,Novena,18.64,12.02,,GRAB,3
SG-TX-100500,2023-11-09 00:17:13,2023-11-09 00:33:17,Serangoon,Tiong Bahru,23.21,14.3,,cash,2
SG-TX-100501,2022-07-16 17:21:34,2022-07-16 18:00:02,Jurong East,Jurong East,2.33,6.56,2.71,Card,4
SG-TX-100502,2023-12-15 03:53:02,2023-12-15 04:49:09,Tiong Bahru,Punggol,3.2,6.48,,Grab,2
SG-TX-100503,2023-03-30 06:29:27,2023-03-30 07:03:44,Sengkang,Hougang,17.45,13.75,,nets,2
SG-TX-100504,2022-03-09 09:05:00,2022-03-09 09:10:58,Queenstown,Sengkang,16.38,8.37,,VISA,1
SG-TX-100505,2023-05-09 01:05:56,2023-05-09 01:27:37,Bugis,Novena,2.19,5.26,,nets,2
SG-TX-100506,2022-07-23 00:20:20,2022-07-23 01:16:12,Orchard,Pasir Ris,20.94,14.37,,cash,3
SG-TX-100507,2022-09-26 19:17:31,2022-09-26 19:51:01,Bukit Timah,Little India,13.32,-31.91,2.82,Mastercard,1
SG-TX-100508,2024-08-21 09:09:43,2024-08-21 10:07:04,Bedok,Pasir Ris,22.73,13.14,,Cash,1
SG-TX-100509,2024-02-18 10:17:23,2024-02-18 10:50:23,Little India,Jurong East,22.01,12.54,,nets,4
SG-TX-100510,2022-05-27 23:08:24,2022-05-27 23:14:03,Jurong East,Sengkang,20.41,13.12,,GrabPay,4
SG-TX-100511,2024-07-22 01:30:23,2024-07-22 02:23:24,Kallang,Sengkang,13.14,12.25,,Cash,2
SG-TX-100512,2023-09-22 10:34:49,2023-09-22 11:21:46,Bukit Timah,Newton,6.67,9.93,,cash,2
SG-TX-100513,2024-08-16 12:49:28,2024-08-16 13:33:48,Toa Payoh,Paya Lebar,12.9,8.48,,Mastercard,3
SG-TX-100514,2024-03-29 19:04:16,2024-03-29 20:02:37,Paya Lebar,Bedok,2.97,6.03,,Cash,4
SG-TX-100515,2023-01-07 21:31:46,2023-01-07 21:47:33,Ang Mo Kio,Tampines,16.64,12.23,,GrabPay,2
SG-TX-100516,2023-08-10 05:10:42,2023-08-10 06:05:31,Woodlands,Clementi,3.78,6.18,,cash,1
SG-TX-100517,2023-08-05 19:29:19,2023-08-05 19:47:06,Toa Payoh,Bukit Timah,13.02,10.36,,GRAB,2
SG-TX-100518,2024-02-29 01:20:30,2024-02-29 02:18:53,Paya Lebar,Chinatown,1.83,5.18,,Mastercard,2
SG-TX-100519,2022-09-30 06:04:55,2022-09-30 06:20:26,Toa Payoh,Novena,7.84,9.96,0.56,Card,3
SG-TX-100520,2023-01-01 01:33:24,2023-01-01 02:08:40,Hougang,Novena,6.19,8.34,,Cash,1
SG-TX-100521,2022-09-26 07:07:37,2022-09-26 07:56:01,Little India,Punggol,15.69,9.37,,nets,3
SG-TX-100522,2022-11-21 13:44:33,2022-11-21 13:53:50,Ang Mo Kio,Jurong East,19.78,13.99,,VISA,1
SG-TX-100523,2022-06-26 17:37:36,2022-06-26 17:46:16,Woodlands,Punggol,1.9,6.1,,Card,4
SG-TX-100524,2022-02-10 01:19:03,2022-02-10 02:10:47,Jurong East,Buona Vista,21.33,13.97,,Mastercard,3
SG-TX-100525,2024-10-27 06:15:36,2024-10-27 06:23:55,Tiong Bahru,Bugis,21.59,15.31,,GRAB,1
SG-TX-100526,2022-03-23 10:47:36,2022-03-23 11:26:21,Tampines,Bugis,8.89,8.18,,GrabPay,4
SG-TX-100527,2024-08-31 05:39:29,2024-08-31 06:36:05,,Holland Village,16.65,11.69,,Grab,3
SG-TX-100528,2022-01-04 08:57:36,2022-01-04 09:36:24,Jurong West,Bishan,10.36,8.75,3.84,Card,3
SG-TX-100529,2024-05-01 23:38:36,2024-05-02 00:10:03,Tampines,Bedok,4.28,3.9,,GrabPay,1
SG-TX-100530,2022-12-26 22:20:33,2022-12-26 22:48:29,Bukit Timah,Tampines,13.45,9.83,,Cash Payment,1
SG-TX-100531,2023-07-22 08:34:07,2023-07-22 09:14:12,Queenstown,,2.62,4.07,,Card,4
SG-TX-100532,2022-11-06 07:32:17,2022-11-06 08:08:44,Changi Airport,Tiong Bahru,22.02,12.03,,Card,2
SG-TX-100533,2023-06-22 16:57:02,2023-06-22 17:29:37,Woodlands,Ang Mo Kio,23.15,16.47,,Card,3
SG-TX-100534,2023-05-10 21:53:11,2023-05-10 22:06:37,Bugis,Changi Airport,20.63,13.94,,Nets,4
SG-TX-100535,2023-03-08 00:54:38,2023-03-08 01:36:04,Newton,Woodlands,14.28,10.28,,Nets,2
SG-TX-100536,2023-08-12 01:53:06,2023-08-12 02:38:47,Woodlands,Marina Bay,14.16,9.43,,VISA,2
SG-TX-100537,2024-06-23 16:51:23,2024-06-23 17:35:22,Paya Lebar,Queenstown,24.62,15.42,,Credit Card,4
SG-TX-100538,2023-04-22 06:44:50,2023-04-22 06:53:57,Kallang,Newton,6.57,8.35,,Grab,1
SG-TX-100539,2023-02-01 01:36:51,2023-02-01 02:20:30,Changi Airport,Changi Airport,2.36,3.9,,NETS,2
SG-TX-100540,2022-05-25 09:40:44,2022-05-25 10:25:52,Marina Bay,Clementi,14.27,10.31,,GRAB,4
SG-TX-100541,2023-01-30 06:01:07,2023-01-30 06:16:12,Raffles Place,Little India,8.56,9.05,,cash,1
SG-TX-100542,2022-05-18 17:27:43,2022-05-18 18:19:24,Queenstown,Kallang,8.4,4.77,,Cash,2
SG-TX-100543,2022-07-20 00:33:08,2022-07-20 01:06:56,Holland Village,,0.67,4.12,,GRAB,2
SG-TX-100544,2024-11-09 15:58:35,2024-11-09 16:29:34,Bedok,Serangoon,15.11,10.05,,GRAB,1
SG-TX-100545,2022-04-08 23:57:32,2022-04-09 00:42:17,Woodlands,Changi Airport,6.97,6.84,,Card,1
SG-TX-100546,2023-06-13 07:20:13,2023-06-13 07:53:15,Marina Bay,Bugis,5.1,5.44,,credit card,2
SG-TX-100547,2024-07-03 09:26:09,2024-07-03 10:01:06,Orchard,,1.49,4.78,2.59,Credit Card,4
SG-TX-100548,2024-11-10 17:07:05,2024-11-10 17:29:15,Jurong West,Toa Payoh,9.43,11.03,,Mastercard,1
SG-TX-100549,2022-06-10 19:09:41,2022-06-10 20:05:42,Punggol,Jurong East,22.03,13.33,,Grab,3
SG-TX-100550,2022-06-29 06:43:34,2022-06-29 07:41:53,Ang Mo Kio,Raffles Place,8.75,8.27,,cash,2
SG-TX-100551,2023-02-13 08:47:18,2023-02-13 08:59:28,Queenstown,Punggol,17.14,14.6,,Credit Card,4
SG-TX-100552,2023-08-31 15:22:22,2023-08-31 16:07:41,Woodlands,,19.04,11.64,1.07,Mastercard,2
SG-TX-100553,2024-11-17 22:46:45,2024-11-17 22:53:02,Bishan,Woodlands,8.54,10.46,,GRAB,4
SG-TX-100554,2022-08-16 15:47:40,2022-08-16 16:12:57,Hougang,Novena,20.63,13.19,,Cash Payment,2
SG-TX-100555,2022-06-30 04:14:54,2022-06-30 05:13:14,Novena,,17.45,14.43,,Credit Card,4
SG-TX-100556,2022-10-05 11:46:04,2022-10-05 12:00:40,Little India,Bugis,14.2,11.42,,Cash,4
SG-TX-100557,2024-08-16 06:05:54,2024-08-16 06:31:38,Serangoon,Ang Mo Kio,0.52,4.6,,Cash,2
SG-TX-100558,2022-02-02 22:33:20,2022-02-02 22:50:24,Holland Village,Bedok,1.36,4.41,,Credit Card,3
SG-TX-100559,2023-02-21 15:01:55,2023-02-21 15:46:58,Little India,Holland Village,24.78,14.11,,Cash,1
SG-TX-100560,2022-05-11 08:56:52,2022-05-11 09:27:22,Orchard,Raffles Place,19.67,12.86,,nets,2
SG-TX-100561,2022-06-22 03:38:44,2022-06-22 04:16:21,Toa Payoh,Kallang,23.47,15.81,,GRAB,2
SG-TX-100562,2024-10-01 20:46:49,2024-10-01 21:43:39,Raffles Place,Pasir Ris,22.61,14.05,,Cash Payment,4
SG-TX-100563,2022-01-02 19:42:21,2022-01-02 20:16:00,Paya Lebar,Bedok,1.0,3.9,,Grab,4
SG-TX-100564,2022-12-19 09:36:13,2022-12-19 10:21:35,Serangoon,Novena,19.9,12.48,2.1,Mastercard,4
SG-TX-100565,2024-09-30 07:19:30,2024-09-30 07:29:53,Paya Lebar,Paya Lebar,11.55,10.59,4.83,VISA,4
SG-TX-100566,2023-10-29 12:13:50,2023-10-29 12:30:40,Ang Mo Kio,Clementi,19.84,14.67,,GrabPay,4
SG-TX-100567,2022-03-20 15:26:56,2022-03-20 16:24:00,Little India,Kallang,0.66,3.9,,Credit Card,4
SG-TX-100568,2023-05-25 15:43:54,2023-05-25 16:36:10,Marina Bay,Orchard,7.56,6.3,,CASH,3
SG-TX-100569,2024-11-30 03:45:47,2024-11-30 04:26:54,Bedok,Holland Village,18.91,12.98,,Cash,1
SG-TX-100570,2023-03-15 21:28:10,2023-03-15 21:53:58,Clementi,Marina Bay,19.93,15.16,,Credit Card,4
SG-TX-100571,2023-08-03 09:07:03,2023-08-03 09:23:02,Chinatown,Buona Vista,15.68,12.68,,nets,1
SG-TX-100572,2023-08-06 22:43:54,2023-08-06 23:35:44,Little India,Bugis,7.88,5.57,3.82,credit card,1
SG-TX-100573,2023-12-25 20:24:04,2023-12-25 21:12:15,Ang Mo Kio,Clementi,8.1,7.15,4.89,credit card,4
SG-TX-100574,2022-07-25 05:07:59,2022-07-25 05:26:16,Holland Village,Pasir Ris,24.19,13.39,,CASH,1
SG-TX-100575,2024-07-09 07:03:38,2024-07-09 07:41:04,Ang Mo Kio,Buona Vista,86.73,42.53,,GRAB,1
SG-TX-100576,2024-12-19 12:14:12,2024-12-19 12:53:13,Marina Bay,Raffles Place,11.45,11.46,,Cash,3
SG-TX-100577,2022-06-06 05:43:33,2022-06-06 06:14:48,,Clementi,14.03,8.08,0.65,VISA,3
SG-TX-100578,2024-06-15 20:46:12,2024-06-15 21:42:10,Clementi,Pasir Ris,10.53,6.21,,Credit Card,1
SG-TX-100579,2024-06-14 07:59:25,2024-06-14 08:11:14,Paya Lebar,Orchard,14.04,8.98,,cash,2
SG-TX-100580,2024-03-23 19:25:52,2024-03-23 19:45:03,Kallang,Jurong West,11.09,9.32,,Cash Payment,1
SG-TX-100581,2023-02-11 11:32:22,2023-02-11 11:42:35,Sengkang,Kallang,20.75,14.17,3.22,VISA,2
SG-TX-100582,2023-05-29 18:14:40,2023-05-29 18:57:46,Changi Airport,Toa Payoh,22.77,14.8,,Cash,1
SG-TX-100583,2024-07-08 18:36:58,2024-07-08 19:17:23,Marina Bay,Bedok,23.34,16.17,,Credit Card,3
SG-TX-100584,2022-06-17 13:16:47,2022-06-17 14:16:05,Paya Lebar,Serangoon,14.33,7.7,,Grab,2
SG-TX-100585,2024-06-27 07:18:33,2024-06-27 07:53:22,Clementi,Queenstown,11.33,10.78,,Cash Payment,4
SG-TX-100586,2024-10-06 01:11:41,2024-10-06 01:24:57,Tampines,Jurong West,17.78,11.43,2.48,Card,1
SG-TX-100587,2024-01-18 07:52:33,2024-01-18 08:22:20,Bukit Timah,Sengkang,21.04,14.46,,cash,4
SG-TX-100588,2023-01-10 03:50:43,2023-01-10 04:00:34,,Ang Mo Kio,14.29,8.35,,Cash Payment,4
SG-TX-100589,2023-09-05 19:54:31,2023-09-05 20:36:25,Bukit Timah,Ang Mo Kio,17.65,11.85,,GRAB,2
SG-TX-100590,2022-02-24 22:00:22,2022-02-24 22:42:26,Toa Payoh,Marina Bay,18.87,12.75,,GRAB,3
SG-TX-100591,2024-10-18 06:09:56,2024-10-18 07:02:06,,Jurong East,17.07,13.32,,GrabPay,2
SG-TX-100592,2023-01-11 06:35:10,2023-01-11 06:58:51,Punggol,Kallang,18.78,9.97,,Cash,3
SG-TX-100593,2022-03-04 13:54:54,2022-03-04 14:16:57,Little India,Bedok,5.61,6.47,,VISA,4
SG-TX-100594,2024-05-20 17:23:51,2024-05-20 17:32:46,Paya Lebar,Newton,12.71,7.99,,VISA,3
SG-TX-100595,2023-12-22 16:24:44,2023-12-22 16:52:34,Changi Airport,Serangoon,14.91,11.37,,NETS,3
SG-TX-100596,2023-11-14 11:43:50,2023-11-14 12:14:58,Holland Village,Bedok,0.56,5.32,1.43,Mastercard,4
SG-TX-100597,2022-03-01 06:57:40,2022-03-01 07:44:09,Tiong Bahru,Ang Mo Kio,21.47,15.49,,nets,2
SG-TX-100598,2024-04-02 22:03:29,2024-04-02 22:49:56,Hougang,Punggol,15.45,10.05,,Cash Payment,1
SG-TX-100599,2023-11-30 11:59:52,2023-11-30 12:12:34,Ang Mo Kio,Serangoon,3.66,6.94,,VISA,3
SG-TX-100600,2024-05-19 19:47:06,2024-05-19 20:07:46,Kallang,Newton,20.5,15.17,,GRAB,3
SG-TX-100601,2024-06-25 18:05:22,2024-06-25 18:38:29,Kallang,Novena,18.07,9.57,3.97,Credit Card,1
SG-TX-100602,2022-08-21 07:15:14,2022-08-21 07:38:39,Pasir Ris,Tiong Bahru,19.08,13.4,,Mastercard,3
SG-TX-100603,2022-08-19 20:40:01,2022-08-19 20:46:25,Changi Airport,Orchard,10.11,9.89,3.89,Card,1
SG-TX-100604,2024-10-09 11:11:46,2024-10-09 12:03:16,Bishan,Paya Lebar,21.43,13.15,,NETS,2
SG-TX-100605,2023-08-06 00:07:35,2023-08-06 00:52:48,Sengkang,Raffles Place,10.64,6.87,,Cash,4
SG-TX-100606,2023-04-26 00:52:42,2023-04-26 01:26:18,Sengkang,Orchard,14.48,11.83,,NETS,3
SG-TX-100607,2022-11-11 18:33:13,2022-11-11 18:55:40,Bishan,Woodlands,0.52,3.9,1.3,VISA,3
SG-TX-100608,2023-12-02 08:36:54,2023-12-02 09:28:15,Paya Lebar,Tampines,16.3,10.97,,Credit Card,3
SG-TX-100609,2024-04-06 08:07:33,2024-04-06 08:14:29,Holland Village,Bedok,18.1,11.98,,Card,1
SG-TX-100610,2022-01-03 12:43:47,2022-01-03 13:13:20,Orchard,Ang Mo Kio,14.39,11.45,,Cash,4
SG-TX-100611,2023-08-29 16:35:25,2023-08-29 17:24:28,Bishan,Little India,12.67,8.66,,Nets,2
SG-TX-100612,2024-12-24 17:33:53,2024-12-24 18:31:17,Hougang,Hougang,20.34,12.03,,GRAB,4
SG-TX-100613,2022-11-04 13:57:23,2022-11-04 14:16:12,Kallang,Tiong Bahru,17.19,11.79,,Nets,4
SG-TX-100614,2022-11-04 20:41:54,2022-11-04 21:22:41,Jurong West,Bugis,7.31,8.7,,nets,1
SG-TX-100615,2024-08-20 10:20:43,2024-08-20 10:36:08,Sengkang,Holland Village,24.0,18.13,,credit card,3
SG-TX-100616,2022-03-10 00:30:28,2022-03-10 00:41:50,Kallang,Toa Payoh,17.83,9.66,3.7,Mastercard,1
SG-TX-100617,2023-05-18 06:07:29,2023-05-18 06:31:53,Holland Village,Punggol,24.7,15.49,,Grab,3
SG-TX-100618,2024-05-24 11:25:06,2024-05-24 12:18:46,Sengkang,Jurong East,24.3,13.2,,Cash Payment,2
SG-TX-100619,2022-05-22 10:00:23,2022-05-22 10:43:18,Bukit Timah,Pasir Ris,23.01,15.78,,GrabPay,1
SG-TX-100620,2023-04-21 17:29:03,2023-04-21 18:00:57,Changi Airport,Jurong East,19.01,11.05,2.94,credit card,3
SG-TX-100621,2022-06-16 22:48:06,2022-06-16 23:08:39,Hougang,,15.43,9.83,1.61,credit card,4
SG-TX-100622,2024-05-13 05:57:43,2024-05-13 06:10:30,Sengkang,Marina Bay,4.72,5.14,4.74,credit card,1
SG-TX-100623,2023-11-24 23:34:01,2023-11-24 23:53:54,Pasir Ris,Pasir Ris,13.81,10.0,4.1,Credit Card,4
SG-TX-100624,2023-06-29 10:11:56,2023-06-29 10:25:19,Woodlands,Holland Village,19.25,13.05,,CASH,4
SG-TX-100625,2023-03-07 15:33:43,2023-03-07 15:49:00,Bishan,Queenstown,13.26,10.59,,Card,3
SG-TX-100626,2022-06-17 21:05:49,2022-06-17 21:48:37,Sengkang,Sengkang,21.77,13.69,1.12,VISA,4
SG-TX-100627,2024-10-07 08:24:24,2024-10-07 08:36:41,Serangoon,Tiong Bahru,3.19,3.9,,Cash,2
SG-TX-100628,2023-12-11 20:05:10,2023-12-11 20:12:46,Toa Payoh,Novena,9.83,9.42,,cash,3
SG-TX-100629,2022-12-16 19:05:32,2022-12-16 19:40:21,Buona Vista,Raffles Place,12.9,9.62,1.31,Credit Card,3
SG-TX-100630,2023-03-30 16:12:00,2023-03-30 16:32:45,,Toa Payoh,11.09,10.63,,CASH,3
SG-TX-100631,2024-03-06 21:26:31,2024-03-06 21:56:31,Marina Bay,Bedok,3.16,4.26,,Grab,4
SG-TX-100632,2024-02-28 15:25:48,2024-02-28 15:38:29,,Paya Lebar,4.26,3.9,,Cash,4
SG-TX-100633,2023-05-21 08:45:33,2023-05-21 09:02:05,Newton,Newton,21.02,13.31,,VISA,4
SG-TX-100634,2022-11-28 23:29:31,2022-11-28 23:58:46,Pasir Ris,Tiong Bahru,12.37,11.41,,Cash Payment,3
SG-TX-100635,2023-12-25 07:21:32,2023-12-25 08:04:29,Tampines,Little India,1.69,-49.4,,Credit Card,4
SG-TX-100636,2023-12-23 10:09:30,2023-12-23 10:37:17,Bedok,Orchard,0.9,4.01,,Card,3
SG-TX-100637,2023-10-20 06:23:11,2023-10-20 06:57:58,Kallang,Queenstown,12.1,8.04,1.73,Credit Card,3
SG-TX-100638,2022-03-21 20:18:09,2022-03-21 20:51:51,Novena,Bugis,4.53,8.57,4.89,Card,1
SG-TX-100639,2023-06-03 04:06:34,2023-06-03 04:26:21,Clementi,Chinatown,17.78,10.35,1.41,Mastercard,2
SG-TX-100640,2023-11-04 20:31:45,2023-11-04 20:52:07,Jurong East,,19.99,11.81,,Cash,4
SG-TX-100641,2024-11-07 06:24:25,2024-11-07 06:52:49,Bedok,Serangoon,6.09,7.5,,Mastercard,2
SG-TX-100642,2023-07-31 00:24:43,2023-07-31 00:31:28,Sengkang,Ang Mo Kio,15.01,7.87,,credit card,3
SG-TX-100643,2023-01-11 14:44:22,2023-01-11 15:27:03,Changi Airport,Jurong East,4.28,7.74,3.52,credit card,4
SG-TX-100644,2023-09-02 03:34:49,2023-09-02 04:13:36,Pasir Ris,Holland Village,7.94,8.41,0.59,Card,2
SG-TX-100645,2022-07-14 06:00:09,2022-07-14 06:21:59,Pasir Ris,Orchard,22.28,15.27,,Grab,2
SG-TX-100646,2022-04-10 09:39:08,2022-04-10 10:04:41,,Tiong Bahru,13.83,10.96,2.14,Credit Card,1
SG-TX-100647,2024-01-14 04:35:10,2024-01-14 04:58:14,Bukit Timah,Clementi,22.2,13.65,,Cash,1
SG-TX-100648,2024-12-16 20:34:17,2024-12-16 21:15:06,Tampines,Pasir Ris,6.02,5.01,,Cash,3
SG-TX-100649,2024-07-16 05:22:58,2024-07-16 06:09:45,Buona Vista,Chinatown,8.59,7.55,,cash,3
SG-TX-100650,2023-10-02 16:38:27,2023-10-02 16:49:25,Jurong West,Holland Village,12.04,7.85,,Card,2
SG-TX-100651,2022-02-14 02:50:03,2022-02-14 03:17:46,Woodlands,Bishan,12.26,10.15,,GrabPay,2
SG-TX-100652,2024-12-18 19:35:26,2024-12-18 19:41:11,Changi Airport,Bukit Timah,24.94,16.33,,Grab,1
SG-TX-100653,2023-05-08 19:08:17,2023-05-08 19:38:09,Raffles Place,Bukit Timah,3.3,7.6,3.9,VISA,4
SG-TX-100654,2022-11-14 11:18:07,2022-11-14 11:36:46,Punggol,Raffles Place,21.37,14.08,,CASH,3
SG-TX-100655,2024-09-05 03:59:46,2024-09-05 04:23:14,Woodlands,Bugis,21.66,15.03,,GrabPay,1
SG-TX-100656,2024-03-29 01:22:44,2024-03-29 01:52:50,Clementi,Clementi,14.05,9.78,,CASH,3
SG-TX-100657,2024-04-01 13:58:05,2024-04-01 14:20:53,Queenstown,Raffles Place,8.93,7.2,3.74,Credit Card,2
SG-TX-100658,2022-11-01 10:01:04,2022-11-01 10:27:44,Bugis,Bugis,13.22,10.56,,GRAB,4
SG-TX-100659,2024-12-23 00:30:36,2024-12-23 01:17:39,Buona Vista,Little India,7.67,6.77,,VISA,2
SG-TX-100660,2023-05-12 08:13:44,2023-05-12 09:03:17,Bukit Timah,Bugis,20.08,13.34,,Cash,4
SG-TX-100661,2023-08-06 10:18:32,2023-08-06 10:23:51,Bedok,Sengkang,12.71,8.03,,Cash,3
SG-TX-100662,2024-04-03 01:11:06,2024-04-03 01:36:52,Little India,Bugis,23.18,13.01,5.0,VISA,1
SG-TX-100663,2023-12-25 08:31:38,2023-12-25 09:23:12,Jurong West,Little India,15.76,11.94,,Cash Payment,4
SG-TX-100664,2022-07-08 19:50:17,2022-07-08 20:24:27,Orchard,Orchard,13.1,11.13,,VISA,3
SG-TX-100665,2022-11-28 12:26:28,2022-11-28 12:42:45,Toa Payoh,Buona Vista,17.92,10.49,,credit card,2
SG-TX-100666,2023-01-31 20:37:34,2023-01-31 21:15:12,Paya Lebar,Changi Airport,12.85,10.69,,Cash,1
SG-TX-100667,2024-11-04 11:58:35,2024-11-04 12:11:33,Woodlands,Newton,22.66,13.3,,CASH,2
SG-TX-100668,2024-02-23 02:21:52,2024-02-23 02:28:04,Bishan,Marina Bay,5.02,6.18,,GRAB,3
SG-TX-100669,2023-02-06 12:05:19,2023-02-06 12:45:06,Chinatown,Queenstown,24.35,16.98,3.39,credit card,1
SG-TX-100670,2024-03-16 06:08:17,2024-03-16 06:41:36,Woodlands,Buona Vista,20.4,14.29,4.8,Card,2
SG-TX-100671,2024-03-20 09:47:08,2024-03-20 10:33:44,Marina Bay,Clementi,21.59,14.81,,Mastercard,3
SG-TX-100672,2023-03-09 01:36:18,2023-03-09 02:00:15,Toa Payoh,Woodlands,12.33,12.31,,Cash Payment,3
SG-TX-100673,2023-03-18 20:11:59,2023-03-18 21:03:58,Tiong Bahru,Hougang,21.01,12.3,4.76,credit card,4
SG-TX-100674,2024-09-07 03:30:02,2024-09-07 03:58:12,Holland Village,Orchard,8.02,6.03,,VISA,1
SG-TX-100675,2023-09-08 18:05:06,2023-09-08 18:50:41,Clementi,Clementi,19.17,11.44,,Card,4
SG-TX-100676,2022-06-13 20:51:33,2022-06-13 21:02:03,Hougang,Sengkang,3.94,5.29,,Grab,2
SG-TX-100677,2024-02-28 21:09:35,2024-02-28 21:19:55,Sengkang,Raffles Place,8.02,3.98,,GRAB,1
SG-TX-100678,2023-10-09 03:59:53,2023-10-09 04:47:56,Jurong West,Clementi,11.42,8.73,,GrabPay,4
SG-TX-100679,2023-07-12 19:00:14,2023-07-12 19:51:06,Holland Village,Pasir Ris,8.4,6.86,1.22,VISA,3
SG-TX-100680,2024-03-05 17:08:28,2024-03-05 18:05:17,,Hougang,9.98,9.57,0.99,Credit Card,3
SG-TX-100681,2024-09-21 03:59:55,2024-09-21 04:22:46,Bugis,Bukit Timah,20.59,13.7,,VISA,2
SG-TX-100682,2022-12-29 03:47:34,2022-12-29 03:53:47,Toa Payoh,Queenstown,6.79,6.05,,Cash,4
SG-TX-100683,2023-04-05 13:17:35,2023-04-05 14:16:28,Buona Vista,Toa Payoh,18.76,13.23,,GRAB,1
SG-TX-100684,2022-07-27 16:28:49,2022-07-27 17:06:53,Paya Lebar,Punggol,2.31,6.02,,GRAB,1
SG-TX-100685,2023-12-11 04:34:35,2023-12-11 04:53:10,Chinatown,Chinatown,19.26,11.41,,Cash,1
SG-TX-100686,2023-03-18 08:59:06,2023-03-18 09:46:06,Tampines,Hougang,19.9,12.12,,GrabPay,3
SG-TX-100687,2023-01-11 05:30:05,2023-01-11 06:24:47,Woodlands,Punggol,10.34,5.22,,GRAB,1
SG-TX-100688,2024-02-03 09:20:54,2024-02-03 09:41:33,Marina Bay,Jurong West,18.2,10.45,3.61,credit card,4
SG-TX-100689,2023-03-24 08:09:10,2023-03-24 08:56:29,Serangoon,Ang Mo Kio,22.92,13.1,,GrabPay,1
SG-TX-100690,2023-05-24 22:43:58,2023-05-24 23:32:16,Holland Village,Marina Bay,20.12,13.06,,Cash,3
SG-TX-100691,2023-04-28 07:04:40,2023-04-28 07:37:15,Orchard,Clementi,10.07,7.01,,Cash,4
SG-TX-100692,2022-10-11 08:35:24,2022-10-11 09:15:10,Bugis,,12.36,8.69,,cash,4
SG-TX-100693,2022-05-18 21:13:40,2022-05-18 21:33:29,Kallang,Jurong West,19.59,10.88,,Card,2
SG-TX-100694,2024-06-25 15:33:27,2024-06-25 16:29:33,Sengkang,Bedok,7.67,7.61,,Mastercard,1
SG-TX-100695,2022-04-11 12:41:58,2022-04-11 13:41:02,Little India,Queenstown,20.2,13.63,,Nets,4
SG-TX-100696,2022-12-23 01:36:48,2022-12-23 02:35:45,Bukit Timah,Bishan,8.54,8.35,,Cash Payment,2
SG-TX-100697,2024-01-02 13:39:17,2024-01-02 14:24:49,Hougang,Bedok,20.25,13.03,,cash,4
SG-TX-100698,2022-05-24 21:34:55,2022-05-24 21:42:14,Hougang,Punggol,2.63,3.9,3.11,Credit Card,1
SG-TX-100699,2023-12-20 10:44:18,2023-12-20 11:09:27,Hougang,Bukit Timah,1.59,3.9,,Cash,3
SG-TX-100700,2024-03-14 10:34:06,2024-03-14 11:03:34,Bukit Timah,Novena,24.94,14.51,,credit card,1
SG-TX-100701,2023-12-28 13:10:37,2023-12-28 14:08:24,Tampines,Serangoon,21.8,13.11,,Mastercard,2
SG-TX-100702,2022-01-22 15:56:11,2022-01-22 16:31:16,Clementi,Newton,22.13,13.97,,NETS,1
SG-TX-100703,2024-08-30 12:54:45,2024-08-30 13:29:14,Holland Village,Queenstown,23.81,16.75,3.75,VISA,4
SG-TX-100704,2022-12-24 21:29:17,2022-12-24 21:42:21,Raffles Place,Bishan,11.24,10.18,,cash,3
SG-TX-100705,2024-06-01 06:52:59,2024-06-01 07:41:38,,Sengkang,7.53,5.81,,Cash Payment,1
SG-TX-100706,2022-08-05 19:11:24,2022-08-05 19:34:53,Kallang,Ang Mo Kio,3.69,6.58,,CASH,2
